Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
EZH2_PeakRegion_04612	chr7	19514201	19527399	+	0	NA	intron (ENSMUST00000078908, intron 2 of 3)	-intron (ENSMUST00000078908, intron 2 of 3)	2069	ENSMUST00000078908	ENSMUSG00000060621	ENSMUST00000078908	NA	ENSMUSG00000060621	Nkpd1	NA	NTPase, KAP family P-loop domain containing 1 [Source:MGI Symbol;Acc:MGI:1916797]	protein_coding
EZH2_PeakRegion_11861	chr19	8708001	8715399	+	0	NA	intron (ENSMUST00000170157, intron 4 of 9)	-intron (ENSMUST00000010239, intron 3 of 8)	2197	ENSMUST00000010239	ENSMUSG00000010095	ENSMUST00000170157	NA	ENSMUSG00000010095	Slc3a2	NA	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]	protein_coding
EZH2_PeakRegion_03580	chr5	121821401	121824799	+	0	NA	intron (ENSMUST00000136960, intron 2 of 6)	-intron (ENSMUST00000040308, intron 2 of 7)	-3827	ENSMUST00000183860	ENSMUSG00000099063	ENSMUST00000183860	NA	ENSMUSG00000099063	Mir7031	NA	microRNA 7031 [Source:MGI Symbol;Acc:MGI:5531241]	miRNA
EZH2_PeakRegion_07391	chr10	128821001	128822799	+	0	NA	promoter-TSS (ENSMUST00000026409)	-promoter-TSS (ENSMUST00000026409)	129	ENSMUST00000105230	ENSMUSG00000078427	ENSMUST00000105230	NA	ENSMUSG00000078427	Sarnp	NA	SAP domain containing ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913368]	protein_coding
EZH2_PeakRegion_04318	chr6	113695801	113698599	+	0	NA	promoter-TSS (ENSMUST00000113022)	-promoter-TSS (ENSMUST00000113022)	150	ENSMUST00000089018	ENSMUSG00000056952	ENSMUST00000138420	NA	ENSMUSG00000056952	Tatdn2	NA	TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]	protein_coding
EZH2_PeakRegion_05694	chr8	83440801	83443799	+	0	NA	intron (ENSMUST00000081506, intron 1 of 3)	-intron (ENSMUST00000081506, intron 1 of 3)	348	ENSMUST00000167525	ENSMUSG00000063253	ENSMUST00000167525	NA	ENSMUSG00000063253	Scoc	NA	short coiled-coil protein [Source:MGI Symbol;Acc:MGI:1927654]	protein_coding
EZH2_PeakRegion_04488	chr6	145745201	145748399	+	0	NA	promoter-TSS (ENSMUST00000111704)	-promoter-TSS (ENSMUST00000111704)	52	ENSMUST00000111704	ENSMUSG00000030259	ENSMUST00000032388	NA	ENSMUSG00000030259	Rassf8	NA	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:MGI Symbol;Acc:MGI:1918573]	protein_coding
EZH2_PeakRegion_10441	chr16	11251001	11255399	+	0	NA	intron (ENSMUST00000167571, intron 1 of 14)	-intron (ENSMUST00000080030, intron 1 of 14)	1009	ENSMUST00000080030	ENSMUSG00000062203	ENSMUST00000167571	NA	ENSMUSG00000062203	Gspt1	NA	G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]	protein_coding
EZH2_PeakRegion_00858	chr2	30284601	30287999	+	0	NA	promoter-TSS (ENSMUST00000064447)	-promoter-TSS (ENSMUST00000064447)	34	ENSMUST00000100219	ENSMUSG00000075419	ENSMUST00000100219	NA	ENSMUSG00000075419	Dolk	NA	dolichol kinase [Source:MGI Symbol;Acc:MGI:2677836]	protein_coding
EZH2_PeakRegion_07083	chr10	78388001	78390199	+	0	NA	Intergenic	Intergenic	-4209	ENSMUST00000072739	ENSMUSG00000064317	ENSMUST00000072739	NA	ENSMUSG00000064317	Gm10146	NA	predicted gene 10146 [Source:MGI Symbol;Acc:MGI:3704367]	processed_pseudogene
EZH2_PeakRegion_05205	chr7	126396201	126398599	+	0	NA	promoter-TSS (ENSMUST00000075671)	-promoter-TSS (ENSMUST00000075671)	-663	ENSMUST00000075671	ENSMUSG00000030722	ENSMUST00000075671	NA	ENSMUSG00000030722	Nfatc2ip	NA	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein [Source:MGI Symbol;Acc:MGI:1329015]	protein_coding
EZH2_PeakRegion_04316	chr6	113622601	113627199	+	0	NA	promoter-TSS (ENSMUST00000131819)	-promoter-TSS (ENSMUST00000131819)	-29	ENSMUST00000131819	ENSMUSG00000033933	ENSMUST00000035673	NA	ENSMUSG00000033933	Vhl	NA	von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223]	protein_coding
EZH2_PeakRegion_03747	chr5	137044001	137048399	+	0	NA	promoter-TSS (ENSMUST00000111080)	-promoter-TSS (ENSMUST00000111080)	-65	ENSMUST00000111080	ENSMUSG00000004849	ENSMUST00000150603	NA	ENSMUSG00000004849	Ap1s1	NA	adaptor protein complex AP-1, sigma 1 [Source:MGI Symbol;Acc:MGI:1098244]	protein_coding
EZH2_PeakRegion_06677	chr9	108261601	108264999	+	0	NA	intron (ENSMUST00000191899, intron 1 of 3)	-intron (ENSMUST00000191899, intron 1 of 3)	409	ENSMUST00000194698	ENSMUSG00000039952	ENSMUST00000194698	NA	ENSMUSG00000039952	Dag1	NA	dystroglycan 1 [Source:MGI Symbol;Acc:MGI:101864]	protein_coding
EZH2_PeakRegion_07789	chr11	69879201	69884199	+	0	NA	promoter-TSS (ENSMUST00000050555)	-promoter-TSS (ENSMUST00000050555)	-294	ENSMUST00000050555	ENSMUSG00000046731	ENSMUST00000050555	NA	ENSMUSG00000046731	Kctd11	NA	potassium channel tetramerisation domain containing 11 [Source:MGI Symbol;Acc:MGI:2448712]	protein_coding
EZH2_PeakRegion_10807	chr17	8918201	8972799	+	0	NA	promoter-TSS (ENSMUST00000115708)	-promoter-TSS (ENSMUST00000115708)	-69	ENSMUST00000115708	ENSMUSG00000023868	ENSMUST00000115708	NA	ENSMUSG00000023868	Pde10a	NA	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]	protein_coding
EZH2_PeakRegion_04170	chr6	86190801	86201199	+	0	NA	intron (ENSMUST00000192058, intron 1 of 3)	-intron (ENSMUST00000032066, intron 1 of 5)	513	ENSMUST00000032066	ENSMUSG00000029999	ENSMUST00000032066	NA	ENSMUSG00000029999	Tgfa	NA	transforming growth factor alpha [Source:MGI Symbol;Acc:MGI:98724]	protein_coding
EZH2_PeakRegion_04279	chr6	100556401	100564999	+	0	NA	Intergenic	Intergenic	33300	ENSMUST00000187986	ENSMUSG00000101553	ENSMUST00000187986	NA	ENSMUSG00000101553	1700049E22Rik	NA	RIKEN cDNA 1700049E22 gene [Source:MGI Symbol;Acc:MGI:1920645]	lincRNA
EZH2_PeakRegion_06166	chr9	22306001	22308799	+	0	NA	intron (ENSMUST00000086278, intron 1 of 7)	-intron (ENSMUST00000086278, intron 1 of 7)	238	ENSMUST00000086278	ENSMUSG00000066829	ENSMUST00000086278	NA	ENSMUSG00000066829	Zfp810	NA	zinc finger protein 810 [Source:MGI Symbol;Acc:MGI:2384563]	protein_coding
EZH2_PeakRegion_12141	chrX	7789401	7792799	+	0	NA	intron (ENSMUST00000147232, intron 1 of 3)	-intron (ENSMUST00000065932, intron 1 of 24)	1082	ENSMUST00000132456	ENSMUSG00000031153	ENSMUST00000144946	NA	ENSMUSG00000031153	Gripap1	NA	GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]	protein_coding
EZH2_PeakRegion_02625	chr4	124843401	124853799	+	0	NA	TTS (ENSMUST00000106190)	-TTS (ENSMUST00000106190)	1730	ENSMUST00000184704	ENSMUSG00000078570	ENSMUST00000185036	NA	ENSMUSG00000078570	1110065P20Rik	NA	RIKEN cDNA 1110065P20 gene [Source:MGI Symbol;Acc:MGI:1916170]	protein_coding
EZH2_PeakRegion_08205	chr11	102816401	102818599	+	0	NA	intron (ENSMUST00000092567, intron 1 of 2)	-intron (ENSMUST00000068933, intron 1 of 2)	1679	ENSMUST00000068933	ENSMUSG00000034520	ENSMUST00000092567	NA	ENSMUSG00000034520	Gjc1	NA	gap junction protein, gamma 1 [Source:MGI Symbol;Acc:MGI:95718]	protein_coding
EZH2_PeakRegion_01415	chr2	152080401	152100799	+	0	NA	intron (ENSMUST00000064061, intron 1 of 1)	-intron (ENSMUST00000064061, intron 1 of 1)	9071	ENSMUST00000064061	ENSMUSG00000060257	ENSMUST00000064061	NA	ENSMUSG00000060257	Scrt2	NA	scratch family zinc finger 2 [Source:MGI Symbol;Acc:MGI:2139287]	protein_coding
EZH2_PeakRegion_10273	chr15	96708401	96711199	+	0	NA	Intergenic	Intergenic	9627	ENSMUST00000192790	ENSMUSG00000102385	ENSMUST00000192790	NA	ENSMUSG00000102385	Gm38144	NA	predicted gene, 38144 [Source:MGI Symbol;Acc:MGI:5611372]	TEC
EZH2_PeakRegion_04251	chr6	97178001	97181599	+	0	NA	promoter-TSS (ENSMUST00000095664)	-promoter-TSS (ENSMUST00000095664)	-676	ENSMUST00000095664	ENSMUSG00000030059	ENSMUST00000095664	NA	ENSMUSG00000030059	Tmf1	NA	TATA element modulatory factor 1 [Source:MGI Symbol;Acc:MGI:2684999]	protein_coding
EZH2_PeakRegion_07921	chr11	79643201	79654999	+	0	NA	intron (ENSMUST00000017783, intron 3 of 14)	-intron (ENSMUST00000017783, intron 3 of 14)	-9972	ENSMUST00000104386	ENSMUSG00000077574	ENSMUST00000104386	NA	ENSMUSG00000077574	Gm24887	NA	predicted gene, 24887 [Source:MGI Symbol;Acc:MGI:5454664]	snRNA
EZH2_PeakRegion_06424	chr9	62809401	62812999	+	0	NA	exon (ENSMUST00000034775, exon 1 of 2)	-exon (ENSMUST00000034775, exon 1 of 2)	448	ENSMUST00000034775	ENSMUSG00000032244	ENSMUST00000034775	NA	ENSMUSG00000032244	Fem1b	NA	fem 1 homolog b [Source:MGI Symbol;Acc:MGI:1335087]	protein_coding
EZH2_PeakRegion_10228	chr15	87625201	87626399	+	0	NA	intron (ENSMUST00000068088, intron 1 of 3)	-intron (ENSMUST00000068088, intron 1 of 3)	570	ENSMUST00000068088	ENSMUSG00000054863	ENSMUST00000068088	NA	ENSMUSG00000054863	Tafa5	NA	TAFA chemokine like family member 5 [Source:MGI Symbol;Acc:MGI:2146182]	protein_coding
EZH2_PeakRegion_05991	chr8	121102001	121110599	+	0	NA	promoter-TSS (ENSMUST00000138908)	-promoter-TSS (ENSMUST00000138908)	-611	ENSMUST00000145991	ENSMUSG00000031816	ENSMUST00000151576	NA	ENSMUSG00000031816	Mthfsd	NA	methenyltetrahydrofolate synthetase domain containing [Source:MGI Symbol;Acc:MGI:2679252]	protein_coding
EZH2_PeakRegion_10550	chr16	25057801	25060799	+	0	NA	promoter-TSS (ENSMUST00000181655)	-promoter-TSS (ENSMUST00000181655)	-339	ENSMUST00000181655	ENSMUSG00000096960	ENSMUST00000181655	NA	ENSMUSG00000096960	A230028O05Rik	NA	RIKEN cDNA A230028O05 gene [Source:MGI Symbol;Acc:MGI:2442126]	lincRNA
EZH2_PeakRegion_04275	chr6	99469801	99471799	+	0	NA	intron (ENSMUST00000176255, intron 1 of 1)	-intron (ENSMUST00000155466, intron 3 of 5)	13902	ENSMUST00000158074	ENSMUSG00000088699	ENSMUST00000158074	NA	ENSMUSG00000088699	Gm22328	NA	predicted gene, 22328 [Source:MGI Symbol;Acc:MGI:5452105]	miRNA
EZH2_PeakRegion_12360	chrX	152339401	152344199	+	0	NA	promoter-TSS (ENSMUST00000177748)	-promoter-TSS (ENSMUST00000177748)	1	ENSMUST00000177748	ENSMUSG00000041096	ENSMUST00000178165	NA	ENSMUSG00000041096	Tspyl2	NA	TSPY-like 2 [Source:MGI Symbol;Acc:MGI:106244]	protein_coding
EZH2_PeakRegion_11427	chr18	25627801	25632199	+	0	NA	intron (ENSMUST00000115816, intron 2 of 12)	-intron (ENSMUST00000025117, intron 2 of 12)	-31546	ENSMUST00000122588	ENSMUSG00000084537	ENSMUST00000122588	NA	ENSMUSG00000084537	Gm25845	NA	predicted gene, 25845 [Source:MGI Symbol;Acc:MGI:5455622]	misc_RNA
EZH2_PeakRegion_01791	chr3	62338401	62340999	+	0	NA	promoter-TSS (ENSMUST00000161493)	-promoter-TSS (ENSMUST00000161493)	-690	ENSMUST00000161493	ENSMUSG00000036885	ENSMUST00000163008	NA	ENSMUSG00000036885	Arhgef26	NA	Rho guanine nucleotide exchange factor (GEF) 26 [Source:MGI Symbol;Acc:MGI:1918053]	protein_coding
EZH2_PeakRegion_09920	chr15	34676601	34680799	+	0	NA	promoter-TSS (ENSMUST00000040791)	-promoter-TSS (ENSMUST00000040791)	6	ENSMUST00000040791	ENSMUSG00000038879	ENSMUST00000040791	NA	ENSMUSG00000038879	Nipal2	NA	NIPA-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1924488]	protein_coding
EZH2_PeakRegion_05510	chr8	35825401	35827399	+	0	NA	exon (ENSMUST00000060128, exon 1 of 1)	-exon (ENSMUST00000060128, exon 1 of 1)	159	ENSMUST00000060128	ENSMUSG00000055976	ENSMUST00000060128	NA	ENSMUSG00000055976	Cldn23	NA	claudin 23 [Source:MGI Symbol;Acc:MGI:1919158]	protein_coding
EZH2_PeakRegion_01419	chr2	152293401	152294599	+	0	NA	promoter-TSS (ENSMUST00000147591)	-promoter-TSS (ENSMUST00000147591)	128	ENSMUST00000140482	ENSMUSG00000027465	ENSMUST00000144252	NA	ENSMUSG00000027465	Tbc1d20	NA	TBC1 domain family, member 20 [Source:MGI Symbol;Acc:MGI:1914481]	protein_coding
EZH2_PeakRegion_07552	chr11	35768601	35770999	+	0	NA	exon (ENSMUST00000018990, exon 1 of 7)	-exon (ENSMUST00000018990, exon 1 of 7)	316	ENSMUST00000018990	ENSMUSG00000018846	ENSMUST00000018990	NA	ENSMUSG00000018846	Pank3	NA	pantothenate kinase 3 [Source:MGI Symbol;Acc:MGI:2387464]	protein_coding
EZH2_PeakRegion_09294	chr13	65112401	65113399	+	0	NA	promoter-TSS (ENSMUST00000054730)	-promoter-TSS (ENSMUST00000054730)	75	ENSMUST00000155487	ENSMUSG00000038212	ENSMUST00000054730	NA	ENSMUSG00000038212	Mfsd14b	NA	major facilitator superfamily domain containing 14B [Source:MGI Symbol;Acc:MGI:1913881]	protein_coding
EZH2_PeakRegion_02629	chr4	124983801	124991799	+	0	NA	promoter-TSS (ENSMUST00000146679)	-promoter-TSS (ENSMUST00000146679)	-791	ENSMUST00000146679	ENSMUSG00000087011	ENSMUST00000146679	NA	ENSMUSG00000087011	Gm12930	NA	predicted gene 12930 [Source:MGI Symbol;Acc:MGI:3650529]	antisense
EZH2_PeakRegion_08100	chr11	98201201	98204999	+	0	NA	promoter-TSS (ENSMUST00000003203)	-promoter-TSS (ENSMUST00000003203)	41	ENSMUST00000107539	ENSMUSG00000003119	ENSMUST00000107539	NA	ENSMUSG00000003119	Cdk12	NA	cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802]	protein_coding
EZH2_PeakRegion_08209	chr11	102988401	102990599	+	0	NA	intron (ENSMUST00000181125, intron 1 of 1)	-intron (ENSMUST00000181125, intron 1 of 1)	8048	ENSMUST00000134335	ENSMUSG00000020935	ENSMUST00000152965	NA	ENSMUSG00000020935	Dcakd	NA	dephospho-CoA kinase domain containing [Source:MGI Symbol;Acc:MGI:1915337]	protein_coding
EZH2_PeakRegion_03977	chr6	31395001	31401199	+	0	NA	promoter-TSS (ENSMUST00000026699)	-promoter-TSS (ENSMUST00000026699)	-635	ENSMUST00000026699	ENSMUSG00000025609	ENSMUST00000137621	NA	ENSMUSG00000025609	Mkln1	NA	muskelin 1, intracellular mediator containing kelch motifs [Source:MGI Symbol;Acc:MGI:1351638]	protein_coding
EZH2_PeakRegion_10136	chr15	79948201	79952999	+	0	NA	intron (ENSMUST00000132821, intron 1 of 5)	-intron (ENSMUST00000128931, intron 1 of 5)	-16701	ENSMUST00000146719	ENSMUSG00000053411	ENSMUST00000109615	NA	ENSMUSG00000053411	Cbx7	NA	chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439]	protein_coding
EZH2_PeakRegion_01067	chr2	73267401	73282999	+	0	NA	exon (ENSMUST00000090813, exon 2 of 2)	-exon (ENSMUST00000090813, exon 2 of 2)	3234	ENSMUST00000147133	ENSMUSG00000068859	ENSMUST00000147133	NA	ENSMUSG00000068859	Sp9	NA	trans-acting transcription factor 9 [Source:MGI Symbol;Acc:MGI:3574660]	protein_coding
EZH2_PeakRegion_00162	chr1	58391201	58395599	+	0	NA	promoter-TSS (ENSMUST00000186949)	-promoter-TSS (ENSMUST00000186949)	-70	ENSMUST00000186949	ENSMUSG00000051223	ENSMUST00000050552	NA	ENSMUSG00000051223	Bzw1	NA	basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132]	protein_coding
EZH2_PeakRegion_00034	chr1	16518401	16520999	+	0	NA	promoter-TSS (ENSMUST00000027052)	-promoter-TSS (ENSMUST00000027052)	320	ENSMUST00000144138	ENSMUSG00000025920	ENSMUST00000131257	NA	ENSMUSG00000025920	Stau2	NA	staufen double-stranded RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1352508]	protein_coding
EZH2_PeakRegion_12022	chr19	44291001	44307199	+	0	NA	intron (ENSMUST00000026221, intron 3 of 5)	-intron (ENSMUST00000026221, intron 3 of 5)	-4071	ENSMUST00000175574	ENSMUSG00000093315	ENSMUST00000175574	NA	ENSMUSG00000093315	Mir5114	NA	microRNA 5114 [Source:MGI Symbol;Acc:MGI:4950434]	miRNA
EZH2_PeakRegion_03246	chr5	38146601	38162999	+	0	NA	intron (ENSMUST00000031009, intron 3 of 4)	-intron (ENSMUST00000031009, intron 3 of 4)	4667	ENSMUST00000031009	ENSMUSG00000029126	ENSMUST00000031009	NA	ENSMUSG00000029126	Nsg1	NA	neuron specific gene family member 1 [Source:MGI Symbol;Acc:MGI:109149]	protein_coding
EZH2_PeakRegion_08991	chr12	117195201	117203199	+	0	NA	intron (ENSMUST00000190247, intron 14 of 22)	-intron (ENSMUST00000070733, intron 14 of 22)	-47549	ENSMUST00000186114	ENSMUSG00000099907	ENSMUST00000190266	NA	ENSMUSG00000099907	Gm10421	NA	predicted gene 10421 [Source:MGI Symbol;Acc:MGI:3642601]	processed_transcript
EZH2_PeakRegion_09442	chr13	111724401	111726999	+	0	NA	intron (ENSMUST00000132564, intron 1 of 1)	-intron (ENSMUST00000132564, intron 1 of 1)	183	ENSMUST00000132564	ENSMUSG00000086480	ENSMUST00000132564	NA	ENSMUSG00000086480	Gm15287	NA	predicted gene 15287 [Source:MGI Symbol;Acc:MGI:3705156]	antisense
EZH2_PeakRegion_11674	chr18	74145401	74147199	+	0	NA	Intergenic	Intergenic	61518	ENSMUST00000040188	ENSMUSG00000036223	ENSMUST00000177604	NA	ENSMUSG00000036223	Ska1	NA	spindle and kinetochore associated complex subunit 1 [Source:MGI Symbol;Acc:MGI:1913718]	protein_coding
EZH2_PeakRegion_08510	chr12	5363801	5366399	+	0	NA	intron (ENSMUST00000020958, intron 1 of 13)	-intron (ENSMUST00000020958, intron 1 of 13)	10582	ENSMUST00000020958	ENSMUSG00000020627	ENSMUST00000020958	NA	ENSMUSG00000020627	Klhl29	NA	kelch-like 29 [Source:MGI Symbol;Acc:MGI:2683857]	protein_coding
EZH2_PeakRegion_02462	chr4	101507001	101510399	+	0	NA	intron (ENSMUST00000146489, intron 1 of 2)	-intron (ENSMUST00000038207, intron 1 of 18)	670	ENSMUST00000146489	ENSMUSG00000028528	ENSMUST00000149047	NA	ENSMUSG00000028528	Dnajc6	NA	DnaJ heat shock protein family (Hsp40) member C6 [Source:MGI Symbol;Acc:MGI:1919935]	protein_coding
EZH2_PeakRegion_03867	chr5	146832001	146836599	+	0	NA	promoter-TSS (ENSMUST00000103997)	-promoter-TSS (ENSMUST00000103997)	116	ENSMUST00000151871	ENSMUSG00000041453	ENSMUST00000154768	NA	ENSMUSG00000041453	Rpl21	NA	ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340]	protein_coding
EZH2_PeakRegion_01184	chr2	104406201	104411799	+	0	NA	intron (ENSMUST00000139015, intron 1 of 2)	-intron (ENSMUST00000089726, intron 1 of 20)	992	ENSMUST00000149466	ENSMUSG00000068373	ENSMUST00000155458	NA	ENSMUSG00000068373	D430041D05Rik	NA	RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743]	protein_coding
EZH2_PeakRegion_05100	chr7	105564601	105571199	+	0	NA	promoter-TSS (ENSMUST00000186814)	-promoter-TSS (ENSMUST00000186814)	-606	ENSMUST00000186814	ENSMUSG00000037032	ENSMUST00000187051	NA	ENSMUSG00000037032	Apbb1	NA	amyloid beta (A4) precursor protein-binding, family B, member 1 [Source:MGI Symbol;Acc:MGI:107765]	protein_coding
EZH2_PeakRegion_05209	chr7	126500001	126505999	+	0	NA	promoter-TSS (ENSMUST00000166682)	-promoter-TSS (ENSMUST00000166682)	437	ENSMUST00000040202	ENSMUSG00000032637	ENSMUST00000166682	NA	ENSMUSG00000032637	Atxn2l	NA	ataxin 2-like [Source:MGI Symbol;Acc:MGI:2446242]	protein_coding
EZH2_PeakRegion_07785	chr11	69793201	69796199	+	0	NA	promoter-TSS (ENSMUST00000129381)	-promoter-TSS (ENSMUST00000129381)	-430	ENSMUST00000154816	ENSMUSG00000041189	ENSMUST00000147791	NA	ENSMUSG00000041189	Chrnb1	NA	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87890]	protein_coding
EZH2_PeakRegion_11086	chr17	35123801	35128799	+	0	NA	promoter-TSS (ENSMUST00000061859)	-promoter-TSS (ENSMUST00000061859)	-73	ENSMUST00000174311	ENSMUSG00000043311	ENSMUST00000174311	NA	ENSMUSG00000043311	D17H6S53E	NA	DNA segment, Chr 17, human D6S53E [Source:MGI Symbol;Acc:MGI:90673]	protein_coding
EZH2_PeakRegion_07624	chr11	52167201	52168799	+	0	NA	intron (ENSMUST00000181262, intron 1 of 2)	-intron (ENSMUST00000181262, intron 1 of 2)	-11717	ENSMUST00000121007	ENSMUSG00000084141	ENSMUST00000121007	NA	ENSMUSG00000084141	NA	NA	NA	NA
EZH2_PeakRegion_00377	chr1	128102201	128104399	+	0	NA	promoter-TSS (ENSMUST00000036288)	-promoter-TSS (ENSMUST00000036288)	-1	ENSMUST00000191016	ENSMUSG00000056211	ENSMUST00000190288	NA	ENSMUSG00000056211	R3hdm1	NA	R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]	protein_coding
EZH2_PeakRegion_05321	chr7	140078801	140083399	+	0	NA	intron (ENSMUST00000026541, intron 1 of 4)	-intron (ENSMUST00000026541, intron 1 of 4)	1201	ENSMUST00000166758	ENSMUSG00000025468	ENSMUST00000026541	NA	ENSMUSG00000025468	Caly	NA	calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]	protein_coding
EZH2_PeakRegion_09390	chr13	96575601	96576199	+	0	NA	intron (ENSMUST00000179226, intron 4 of 17)	-intron (ENSMUST00000077672, intron 3 of 17)	33165	ENSMUST00000109444	ENSMUSG00000021669	ENSMUST00000109444	NA	ENSMUSG00000021669	Col4a3bp	NA	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein [Source:MGI Symbol;Acc:MGI:1915268]	protein_coding
EZH2_PeakRegion_03248	chr5	38259801	38261199	+	0	NA	intron (ENSMUST00000128025, intron 1 of 2)	-intron (ENSMUST00000087511, intron 1 of 4)	113	ENSMUST00000128025	ENSMUSG00000067365	ENSMUST00000087511	NA	ENSMUSG00000067365	Tmem128	NA	transmembrane protein 128 [Source:MGI Symbol;Acc:MGI:1913559]	protein_coding
EZH2_PeakRegion_00001	chr1	3670001	3672799	+	0	NA	promoter-TSS (ENSMUST00000070533)	-promoter-TSS (ENSMUST00000070533)	98	ENSMUST00000070533	ENSMUSG00000051951	ENSMUST00000162897	NA	ENSMUSG00000051951	Xkr4	NA	X-linked Kx blood group related 4 [Source:MGI Symbol;Acc:MGI:3528744]	protein_coding
EZH2_PeakRegion_06852	chr10	14195601	14197599	+	0	NA	Intergenic	Intergenic	-36913	ENSMUST00000158708	ENSMUSG00000089333	ENSMUST00000158708	NA	ENSMUSG00000089333	Gm24343	NA	predicted gene, 24343 [Source:MGI Symbol;Acc:MGI:5454120]	snoRNA
EZH2_PeakRegion_11741	chr19	3764801	3770599	+	0	NA	promoter-TSS (ENSMUST00000005518)	-promoter-TSS (ENSMUST00000005518)	177	ENSMUST00000113968	ENSMUSG00000045098	ENSMUST00000176512	NA	ENSMUSG00000045098	Kmt5b	NA	lysine methyltransferase 5B [Source:MGI Symbol;Acc:MGI:2444557]	protein_coding
EZH2_PeakRegion_11088	chr17	35152601	35169399	+	0	NA	intron (ENSMUST00000174805, intron 6 of 28)	-intron (ENSMUST00000025253, intron 7 of 30)	1696	ENSMUST00000082919	ENSMUSG00000064853	ENSMUST00000082919	NA	ENSMUSG00000064853	Gm23442	NA	predicted gene, 23442 [Source:MGI Symbol;Acc:MGI:5453219]	snoRNA
EZH2_PeakRegion_02593	chr4	121051601	121054199	+	0	NA	promoter-TSS (ENSMUST00000140119)	-promoter-TSS (ENSMUST00000140119)	-99	ENSMUST00000140119	ENSMUSG00000028626	ENSMUST00000140119	NA	ENSMUSG00000028626	Col9a2	NA	collagen, type IX, alpha 2 [Source:MGI Symbol;Acc:MGI:88466]	protein_coding
EZH2_PeakRegion_12264	chrX	85573401	85574599	+	0	NA	promoter-TSS (ENSMUST00000048250)	-promoter-TSS (ENSMUST00000048250)	-22	ENSMUST00000048250	ENSMUSG00000035476	ENSMUST00000146063	NA	ENSMUSG00000035476	Tab3	NA	TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:MGI Symbol;Acc:MGI:1913974]	protein_coding
EZH2_PeakRegion_11955	chr19	30029001	30031599	+	0	NA	promoter-TSS (ENSMUST00000025739)	-promoter-TSS (ENSMUST00000025739)	-213	ENSMUST00000137368	ENSMUSG00000024817	ENSMUST00000112552	NA	ENSMUSG00000024817	Uhrf2	NA	ubiquitin-like, containing PHD and RING finger domains 2 [Source:MGI Symbol;Acc:MGI:1923718]	protein_coding
EZH2_PeakRegion_07477	chr11	19919401	19921199	+	0	NA	Intergenic	Intergenic	-4075	ENSMUST00000093299	ENSMUSG00000045671	ENSMUST00000093298	NA	ENSMUSG00000045671	Spred2	NA	sprouty-related EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019]	protein_coding
EZH2_PeakRegion_08321	chr11	115535001	115537799	+	0	NA	promoter-TSS (ENSMUST00000021084)	-promoter-TSS (ENSMUST00000021084)	-124	ENSMUST00000153892	ENSMUSG00000020738	ENSMUST00000118155	NA	ENSMUSG00000020738	Sumo2	NA	small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]	protein_coding
EZH2_PeakRegion_00715	chr2	11552201	11555199	+	0	NA	intron (ENSMUST00000195779, intron 1 of 11)	-intron (ENSMUST00000192949, intron 1 of 14)	222	ENSMUST00000195779	ENSMUSG00000026773	ENSMUST00000192949	NA	ENSMUSG00000026773	Pfkfb3	NA	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]	protein_coding
