Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
Htt_PeakRegion_03868	chr7	79358387	79358679	+	0	NA	intron (ENSMUST00000037315, intron 10 of 10)	-intron (ENSMUST00000037315, intron 10 of 10)	-5788	ENSMUST00000158828	ENSMUSG00000089453	ENSMUST00000158828	NA	ENSMUSG00000089453	Gm24224	NA	predicted gene, 24224 [Source:MGI Symbol;Acc:MGI:5454001]	misc_RNA
Htt_PeakRegion_00497	chr1	182688614	182688850	+	0	NA	TTS (ENSMUST00000192917)	-TTS (ENSMUST00000192917)	1002	ENSMUST00000192917	ENSMUSG00000102688	ENSMUST00000192917	NA	ENSMUSG00000102688	Gm37218	NA	predicted gene, 37218 [Source:MGI Symbol;Acc:MGI:5610446]	lincRNA
Htt_PeakRegion_05247	chr10	6940128	6940279	+	0	NA	intron (ENSMUST00000170680, intron 4 of 7)	-intron (ENSMUST00000052751, intron 3 of 4)	39508	ENSMUST00000078070	ENSMUSG00000064065	ENSMUST00000145156	NA	ENSMUSG00000064065	Ipcef1	NA	interaction protein for cytohesin exchange factors 1 [Source:MGI Symbol;Acc:MGI:2444159]	protein_coding
Htt_PeakRegion_07843	chr15	30563223	30563719	+	0	NA	intron (ENSMUST00000081728, intron 3 of 22)	-intron (ENSMUST00000081728, intron 3 of 22)	-26816	ENSMUST00000157211	ENSMUSG00000087836	ENSMUST00000157211	NA	ENSMUSG00000087836	Gm23956	NA	predicted gene, 23956 [Source:MGI Symbol;Acc:MGI:5453733]	rRNA
Htt_PeakRegion_08385	chr16	36872657	36873146	+	0	NA	TTS (ENSMUST00000023535)	-TTS (ENSMUST00000023535)	1913	ENSMUST00000134556	ENSMUSG00000022838	ENSMUST00000023537	NA	ENSMUSG00000022838	Eaf2	NA	ELL associated factor 2 [Source:MGI Symbol;Acc:MGI:2146616]	protein_coding
Htt_PeakRegion_05175	chr9	117661828	117662020	+	0	NA	Intergenic	Intergenic	-32011	ENSMUST00000164018	ENSMUSG00000039607	ENSMUST00000164018	NA	ENSMUSG00000039607	Rbms3	NA	RNA binding motif, single stranded interacting protein [Source:MGI Symbol;Acc:MGI:2444477]	protein_coding
Htt_PeakRegion_08313	chr16	21833246	21833593	+	0	NA	Intergenic	Intergenic	12357	ENSMUST00000181834	ENSMUSG00000097401	ENSMUST00000181834	NA	ENSMUSG00000097401	Gm26744	NA	predicted gene, 26744 [Source:MGI Symbol;Acc:MGI:5477238]	lincRNA
Htt_PeakRegion_09575	chr19	57158637	57158807	+	0	NA	intron (ENSMUST00000156316, intron 2 of 20)	-intron (ENSMUST00000079360, intron 2 of 25)	-22997	ENSMUST00000128212	ENSMUSG00000025085	ENSMUST00000111526	NA	ENSMUSG00000025085	Ablim1	NA	actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500]	protein_coding
Htt_PeakRegion_07928	chr15	68765287	68765295	+	0	NA	Intergenic	Intergenic	-67003	ENSMUST00000116776	ENSMUSG00000080426	ENSMUST00000116776	NA	ENSMUSG00000080426	NA	NA	NA	NA
Htt_PeakRegion_06233	chr11	87587238	87588264	+	0	NA	intron (ENSMUST00000148216, intron 1 of 4)	-intron (ENSMUST00000018544, intron 5 of 11)	-1117	ENSMUST00000127414	ENSMUSG00000020486	ENSMUST00000133638	NA	ENSMUSG00000020486	Septin4	NA	septin 4 [Source:MGI Symbol;Acc:MGI:1270156]	protein_coding
Htt_PeakRegion_09481	chr19	37372265	37372452	+	0	NA	Intergenic	Intergenic	-4045	ENSMUST00000012587	ENSMUSG00000012443	ENSMUST00000012587	NA	ENSMUSG00000012443	Kif11	NA	kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]	protein_coding
Htt_PeakRegion_00514	chr1	187845125	187845284	+	0	NA	intron (ENSMUST00000127489, intron 3 of 3)	-intron (ENSMUST00000110939, intron 2 of 7)	-152623	ENSMUST00000027906	ENSMUSG00000026610	ENSMUST00000027906	NA	ENSMUSG00000026610	Esrrg	NA	estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056]	protein_coding
Htt_PeakRegion_08079	chr15	92320919	92321194	+	0	NA	intron (ENSMUST00000169825, intron 23 of 23)	-intron (ENSMUST00000000109, intron 23 of 23)	-23303	ENSMUST00000181901	ENSMUSG00000097068	ENSMUST00000181901	NA	ENSMUSG00000097068	Gm26760	NA	predicted gene, 26760 [Source:MGI Symbol;Acc:MGI:5477254]	lincRNA
Htt_PeakRegion_05152	chr9	111978438	111979790	+	0	NA	Intergenic	Intergenic	139601	ENSMUST00000083507	ENSMUSG00000065441	ENSMUST00000083507	NA	ENSMUSG00000065441	Mir128-2	NA	microRNA 128-2 [Source:MGI Symbol;Acc:MGI:3618709]	miRNA
Htt_PeakRegion_09552	chr19	47080936	47086795	+	0	NA	TTS (ENSMUST00000026027)	-TTS (ENSMUST00000026027)	6760	ENSMUST00000096014	ENSMUSG00000071528	ENSMUST00000096014	NA	ENSMUSG00000071528	Atp5md	NA	ATP synthase membrane subunit DAPIT [Source:MGI Symbol;Acc:MGI:1891435]	protein_coding
Htt_PeakRegion_06653	chr11	120237828	120239299	+	0	NA	intron (ENSMUST00000122148, intron 2 of 27)	-intron (ENSMUST00000044985, intron 2 of 27)	1864	ENSMUST00000118987	ENSMUSG00000039741	ENSMUST00000044985	NA	ENSMUSG00000039741	Bahcc1	NA	BAH domain and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:2679272]	protein_coding
Htt_PeakRegion_08544	chr16	96710135	96710352	+	0	NA	intron (ENSMUST00000056102, intron 14 of 32)	-intron (ENSMUST00000056102, intron 14 of 32)	242637	ENSMUST00000061739	ENSMUSG00000090223	ENSMUST00000061739	NA	ENSMUSG00000090223	Pcp4	NA	Purkinje cell protein 4 [Source:MGI Symbol;Acc:MGI:97509]	protein_coding
Htt_PeakRegion_08458	chr16	67780342	67780947	+	0	NA	Intergenic	Intergenic	-159736	ENSMUST00000120898	ENSMUSG00000064115	ENSMUST00000120594	NA	ENSMUSG00000064115	Cadm2	NA	cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722]	protein_coding
Htt_PeakRegion_00343	chr1	151345662	151346126	+	0	NA	promoter-TSS (ENSMUST00000186597)	-promoter-TSS (ENSMUST00000186597)	-663	ENSMUST00000186597	ENSMUSG00000100954	ENSMUST00000076388	NA	ENSMUSG00000100954	Gm10138	NA	predicted gene 10138 [Source:MGI Symbol;Acc:MGI:3708522]	antisense
Htt_PeakRegion_04470	chr8	93992997	93993710	+	0	NA	intron (ENSMUST00000053766, intron 4 of 13)	-intron (ENSMUST00000053766, intron 4 of 13)	-18437	ENSMUST00000139702	ENSMUSG00000031751	ENSMUST00000137475	NA	ENSMUSG00000031751	Amfr	NA	autocrine motility factor receptor [Source:MGI Symbol;Acc:MGI:1345634]	protein_coding
Htt_PeakRegion_01546	chr3	88285494	88285582	+	0	NA	promoter-TSS (ENSMUST00000195161)	-promoter-TSS (ENSMUST00000195161)	-785	ENSMUST00000195161	ENSMUSG00000103574	ENSMUST00000195161	NA	ENSMUSG00000103574	Gm37116	NA	predicted gene, 37116 [Source:MGI Symbol;Acc:MGI:5610344]	processed_pseudogene
Htt_PeakRegion_09449	chr19	32827162	32827494	+	0	NA	Intergenic	Intergenic	16103	ENSMUST00000154806	ENSMUSG00000013663	ENSMUST00000013807	NA	ENSMUSG00000013663	Pten	NA	phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]	protein_coding
Htt_PeakRegion_04737	chr9	43030142	43031964	+	0	NA	intron (ENSMUST00000165665, intron 4 of 40)	-intron (ENSMUST00000072767, intron 4 of 41)	74433	ENSMUST00000072767	ENSMUSG00000059495	ENSMUST00000072767	NA	ENSMUSG00000059495	Arhgef12	NA	Rho guanine nucleotide exchange factor (GEF) 12 [Source:MGI Symbol;Acc:MGI:1916882]	protein_coding
Htt_PeakRegion_08151	chr15	100990403	100992084	+	0	NA	intron (ENSMUST00000108910, intron 11 of 25)	-intron (ENSMUST00000082209, intron 12 of 26)	35845	ENSMUST00000108908	ENSMUSG00000023033	ENSMUST00000082209	NA	ENSMUSG00000023033	Scn8a	NA	sodium channel, voltage-gated, type VIII, alpha [Source:MGI Symbol;Acc:MGI:103169]	protein_coding
Htt_PeakRegion_05715	chr10	128081744	128092050	+	0	NA	promoter-TSS (ENSMUST00000144918)	-promoter-TSS (ENSMUST00000144918)	667	ENSMUST00000124993	ENSMUSG00000025393	ENSMUST00000123803	NA	ENSMUSG00000025393	Atp5b	NA	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]	protein_coding
Htt_PeakRegion_05529	chr10	81943849	81944052	+	0	NA	Intergenic	Intergenic	-33051	ENSMUST00000076281	ENSMUSG00000096718	ENSMUST00000076281	NA	ENSMUSG00000096718	Zfp781	NA	zinc finger protein 781 [Source:MGI Symbol;Acc:MGI:3696710]	protein_coding
Htt_PeakRegion_09129	chr18	40538585	40538760	+	0	NA	Intergenic	Intergenic	-187597	ENSMUST00000180504	ENSMUSG00000095150	ENSMUST00000180504	NA	ENSMUSG00000095150	Rps19-ps13	NA	ribosomal protein S19, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3644135]	processed_pseudogene
Htt_PeakRegion_01535	chr3	87626279	87626500	+	0	NA	intron (ENSMUST00000152006, intron 1 of 38)	-intron (ENSMUST00000039476, intron 1 of 39)	8288	ENSMUST00000152006	ENSMUSG00000041977	ENSMUST00000039476	NA	ENSMUSG00000041977	Arhgef11	NA	Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869]	protein_coding
Htt_PeakRegion_06878	chr12	72579940	72580118	+	0	NA	exon (ENSMUST00000044352, exon 11 of 11)	-exon (ENSMUST00000044352, exon 11 of 11)	43672	ENSMUST00000044352	ENSMUSG00000034501	ENSMUST00000044352	NA	ENSMUSG00000034501	Pcnx4	NA	pecanex homolog 4 [Source:MGI Symbol;Acc:MGI:1914958]	protein_coding
Htt_PeakRegion_02512	chr5	36341825	36342062	+	0	NA	intron (ENSMUST00000141508, intron 1 of 4)	-intron (ENSMUST00000037370, intron 1 of 26)	23975	ENSMUST00000141508	ENSMUSG00000029093	ENSMUST00000141508	NA	ENSMUSG00000029093	Sorcs2	NA	sortilin-related VPS10 domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1932289]	protein_coding
Htt_PeakRegion_07989	chr15	79530174	79540712	+	0	NA	intron (ENSMUST00000054014, intron 11 of 12)	-intron (ENSMUST00000054014, intron 11 of 12)	11298	ENSMUST00000054014	ENSMUSG00000055065	ENSMUST00000054014	NA	ENSMUSG00000055065	Ddx17	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 [Source:MGI Symbol;Acc:MGI:1914290]	protein_coding
Htt_PeakRegion_00996	chr2	114567667	114568043	+	0	NA	intron (ENSMUST00000150447, intron 5 of 6)	-intron (ENSMUST00000028640, intron 5 of 7)	-21964	ENSMUST00000138106	ENSMUSG00000057147	ENSMUST00000102542	NA	ENSMUSG00000057147	Dph6	NA	diphthamine biosynthesis 6 [Source:MGI Symbol;Acc:MGI:1913882]	protein_coding
Htt_PeakRegion_05783	chr11	6539390	6539600	+	0	NA	Intergenic	Intergenic	6740	ENSMUST00000158063	ENSMUSG00000088688	ENSMUST00000158063	NA	ENSMUSG00000088688	Gm24000	NA	predicted gene, 24000 [Source:MGI Symbol;Acc:MGI:5453777]	snoRNA
Htt_PeakRegion_03015	chr5	144902187	144902831	+	0	NA	intron (ENSMUST00000110677, intron 2 of 18)	-intron (ENSMUST00000085684, intron 2 of 17)	-5693	ENSMUST00000183852	ENSMUSG00000098822	ENSMUST00000183852	NA	ENSMUSG00000098822	Mir7039	NA	microRNA 7039 [Source:MGI Symbol;Acc:MGI:5531206]	miRNA
Htt_PeakRegion_03414	chr6	119348144	119348320	+	0	NA	TTS (ENSMUST00000185965)	-TTS (ENSMUST00000185965)	15670	ENSMUST00000185965	ENSMUSG00000041460	ENSMUST00000188239	NA	ENSMUSG00000041460	Cacna2d4	NA	calcium channel, voltage-dependent, alpha 2/delta subunit 4 [Source:MGI Symbol;Acc:MGI:2442632]	protein_coding
Htt_PeakRegion_01693	chr3	104865192	104866553	+	0	NA	intron (ENSMUST00000183914, intron 1 of 13)	-intron (ENSMUST00000059271, intron 1 of 13)	759	ENSMUST00000146237	ENSMUSG00000045576	ENSMUST00000126775	NA	ENSMUSG00000045576	St7l	NA	suppression of tumorigenicity 7-like [Source:MGI Symbol;Acc:MGI:2386964]	protein_coding
Htt_PeakRegion_07941	chr15	74690092	74690713	+	0	NA	Intergenic	Intergenic	-17832	ENSMUST00000110009	ENSMUSG00000022602	ENSMUST00000110009	NA	ENSMUSG00000022602	Arc	NA	activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]	protein_coding
Htt_PeakRegion_03597	chr7	19404904	19405510	+	0	NA	Intergenic	Intergenic	-1103	ENSMUST00000108458	ENSMUSG00000040714	ENSMUST00000125246	NA	ENSMUSG00000040714	Klc3	NA	kinesin light chain 3 [Source:MGI Symbol;Acc:MGI:1277971]	protein_coding
Htt_PeakRegion_01604	chr3	90474097	90475042	+	0	NA	Intergenic	Intergenic	-1632	ENSMUST00000001042	ENSMUSG00000001016	ENSMUST00000001042	NA	ENSMUSG00000001016	Ilf2	NA	interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]	protein_coding
Htt_PeakRegion_03083	chr6	21696189	21696389	+	0	NA	intron (ENSMUST00000081542, intron 1 of 5)	-intron (ENSMUST00000081542, intron 1 of 5)	155625	ENSMUST00000134635	ENSMUSG00000029669	ENSMUST00000134635	NA	ENSMUSG00000029669	Tspan12	NA	tetraspanin 12 [Source:MGI Symbol;Acc:MGI:1889818]	protein_coding
Htt_PeakRegion_08606	chr17	10422413	10422947	+	0	NA	intron (ENSMUST00000041463, intron 4 of 4)	-intron (ENSMUST00000041463, intron 4 of 4)	-33536	ENSMUST00000160763	ENSMUSG00000089633	ENSMUST00000160763	NA	ENSMUSG00000089633	A230009B12Rik	NA	RIKEN cDNA A230009B12 gene [Source:MGI Symbol;Acc:MGI:2442666]	antisense
Htt_PeakRegion_00232	chr1	89746749	89747177	+	0	NA	intron (ENSMUST00000190096, intron 11 of 16)	-intron (ENSMUST00000027521, intron 11 of 17)	62161	ENSMUST00000158150	ENSMUSG00000088775	ENSMUST00000158150	NA	ENSMUSG00000088775	Gm26037	NA	predicted gene, 26037 [Source:MGI Symbol;Acc:MGI:5455814]	misc_RNA
Htt_PeakRegion_05363	chr10	50901075	50904391	+	0	NA	intron (ENSMUST00000020071, intron 1 of 10)	-intron (ENSMUST00000020071, intron 1 of 10)	7082	ENSMUST00000020071	ENSMUSG00000019913	ENSMUST00000020071	NA	ENSMUSG00000019913	Sim1	NA	single-minded family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:98306]	protein_coding
Htt_PeakRegion_06870	chr12	70446175	70446342	+	0	NA	Intergenic	Intergenic	-6837	ENSMUST00000021471	ENSMUSG00000021072	ENSMUST00000021471	NA	ENSMUSG00000021072	Tmx1	NA	thioredoxin-related transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1919986]	protein_coding
Htt_PeakRegion_06051	chr11	70020281	70021386	+	0	NA	intron (ENSMUST00000134376, intron 1 of 5)	-intron (ENSMUST00000018700, intron 1 of 19)	1969	ENSMUST00000134376	ENSMUSG00000020886	ENSMUST00000134376	NA	ENSMUSG00000020886	Dlg4	NA	discs large MAGUK scaffold protein 4 [Source:MGI Symbol;Acc:MGI:1277959]	protein_coding
Htt_PeakRegion_04711	chr9	40395108	40396007	+	0	NA	intron (ENSMUST00000165104, intron 2 of 20)	-intron (ENSMUST00000045682, intron 2 of 19)	-3107	ENSMUST00000137189	ENSMUSG00000040111	ENSMUST00000155265	NA	ENSMUSG00000040111	Gramd1b	NA	GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]	protein_coding
Htt_PeakRegion_01223	chr2	156526400	156526822	+	0	NA	intron (ENSMUST00000109577, intron 15 of 21)	-intron (ENSMUST00000029155, intron 15 of 21)	-6896	ENSMUST00000137067	ENSMUSG00000027624	ENSMUST00000103135	NA	ENSMUSG00000027624	Epb41l1	NA	erythrocyte membrane protein band 4.1 like 1 [Source:MGI Symbol;Acc:MGI:103010]	protein_coding
Htt_PeakRegion_06342	chr11	98746257	98747335	+	0	NA	intron (ENSMUST00000150693, intron 1 of 1)	-intron (ENSMUST00000064187, intron 1 of 9)	2563	ENSMUST00000150693	ENSMUSG00000058756	ENSMUST00000124072	NA	ENSMUSG00000058756	Thra	NA	thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]	protein_coding
Htt_PeakRegion_04324	chr8	64804570	64805653	+	0	NA	intron (ENSMUST00000034017, intron 4 of 14)	-intron (ENSMUST00000034017, intron 4 of 14)	44707	ENSMUST00000034017	ENSMUSG00000031605	ENSMUST00000034017	NA	ENSMUSG00000031605	Klhl2	NA	kelch-like 2, Mayven [Source:MGI Symbol;Acc:MGI:1924363]	protein_coding
Htt_PeakRegion_00267	chr1	116860651	116860801	+	0	NA	Intergenic	Intergenic	57743	ENSMUST00000179777	ENSMUSG00000094429	ENSMUST00000179777	NA	ENSMUSG00000094429	Gm19965	NA	predicted gene, 19965 [Source:MGI Symbol;Acc:MGI:5012150]	protein_coding
Htt_PeakRegion_00675	chr2	30125987	30129597	+	0	NA	Intergenic	Intergenic	-3207	ENSMUST00000154231	ENSMUSG00000039686	ENSMUST00000113677	NA	ENSMUSG00000039686	Zer1	NA	zyg-11 related, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2442511]	protein_coding
Htt_PeakRegion_06179	chr11	83414625	83415759	+	0	NA	intron (ENSMUST00000175848, intron 2 of 3)	-intron (ENSMUST00000021022, intron 2 of 3)	5120	ENSMUST00000164425	ENSMUSG00000020684	ENSMUST00000108140	NA	ENSMUSG00000020684	Rasl10b	NA	RAS-like, family 10, member B [Source:MGI Symbol;Acc:MGI:2685575]	protein_coding
Htt_PeakRegion_00652	chr2	27783951	27784013	+	0	NA	Intergenic	Intergenic	43781	ENSMUST00000148756	ENSMUSG00000015846	ENSMUST00000166775	NA	ENSMUSG00000015846	Rxra	NA	retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]	protein_coding
Htt_PeakRegion_09614	chrX	101585379	101585531	+	0	NA	intron (ENSMUST00000143908, intron 32 of 38)	-intron (ENSMUST00000101341, intron 35 of 40)	-5092	ENSMUST00000140470	ENSMUSG00000031314	ENSMUST00000129487	NA	ENSMUSG00000031314	Taf1	NA	TATA-box binding protein associated factor 1 [Source:MGI Symbol;Acc:MGI:1336878]	protein_coding
Htt_PeakRegion_05580	chr10	94685543	94686789	+	0	NA	intron (ENSMUST00000181906, intron 1 of 2)	-intron (ENSMUST00000181906, intron 1 of 2)	2447	ENSMUST00000181906	ENSMUSG00000097164	ENSMUST00000181906	NA	ENSMUSG00000097164	Cep83os	NA	centrosomal protein 83, opposite strand [Source:MGI Symbol;Acc:MGI:1914973]	bidirectional_promoter_lncRNA
Htt_PeakRegion_03860	chr7	78234498	78234657	+	0	NA	intron (ENSMUST00000195262, intron 15 of 18)	-intron (ENSMUST00000039431, intron 15 of 16)	143245	ENSMUST00000151885	ENSMUSG00000059146	ENSMUST00000193002	NA	ENSMUSG00000059146	Ntrk3	NA	neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]	protein_coding
Htt_PeakRegion_09180	chr18	61575806	61577567	+	0	NA	intron (ENSMUST00000170862, intron 7 of 10)	-intron (ENSMUST00000115246, intron 6 of 9)	1169	ENSMUST00000164253	ENSMUSG00000024576	ENSMUST00000115246	NA	ENSMUSG00000024576	Csnk1a1	NA	casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]	protein_coding
Htt_PeakRegion_05854	chr11	30982158	30982326	+	0	NA	intron (ENSMUST00000101394, intron 1 of 2)	-intron (ENSMUST00000020551, intron 1 of 9)	4092	ENSMUST00000020553	ENSMUSG00000020309	ENSMUST00000101394	NA	ENSMUSG00000020309	Chac2	NA	ChaC, cation transport regulator 2 [Source:MGI Symbol;Acc:MGI:1915294]	protein_coding
Htt_PeakRegion_08765	chr17	33663499	33664991	+	0	NA	intron (ENSMUST00000148258, intron 3 of 8)	-intron (ENSMUST00000087582, intron 9 of 16)	2325	ENSMUST00000148258	ENSMUSG00000059208	ENSMUST00000148178	NA	ENSMUSG00000059208	Hnrnpm	NA	heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465]	protein_coding
Htt_PeakRegion_03681	chr7	30443226	30443605	+	0	NA	intron (ENSMUST00000006828, intron 2 of 16)	-intron (ENSMUST00000006828, intron 2 of 16)	2167	ENSMUST00000006828	ENSMUSG00000006651	ENSMUST00000006828	NA	ENSMUSG00000006651	Aplp1	NA	amyloid beta (A4) precursor-like protein 1 [Source:MGI Symbol;Acc:MGI:88046]	protein_coding
Htt_PeakRegion_02234	chr4	137627897	137631829	+	0	NA	intron (ENSMUST00000154395, intron 4 of 4)	-intron (ENSMUST00000055131, intron 15 of 27)	-3500	ENSMUST00000141426	ENSMUSG00000043411	ENSMUST00000055131	NA	ENSMUSG00000043411	Usp48	NA	ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502]	protein_coding
Htt_PeakRegion_07483	chr14	23891061	23891199	+	0	NA	intron (ENSMUST00000190985, intron 1 of 28)	-intron (ENSMUST00000188210, intron 1 of 29)	-87826	ENSMUST00000179836	ENSMUSG00000063142	ENSMUST00000065788	NA	ENSMUSG00000063142	Kcnma1	NA	potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]	protein_coding
Htt_PeakRegion_09396	chr19	10262016	10262198	+	0	NA	intron (ENSMUST00000125567, intron 8 of 19)	-intron (ENSMUST00000039327, intron 8 of 19)	-5236	ENSMUST00000156361	ENSMUSG00000035735	ENSMUST00000039327	NA	ENSMUSG00000035735	Dagla	NA	diacylglycerol lipase, alpha [Source:MGI Symbol;Acc:MGI:2677061]	protein_coding
Htt_PeakRegion_04382	chr8	71526539	71526569	+	0	NA	Intergenic	Intergenic	10883	ENSMUST00000051672	ENSMUSG00000046718	ENSMUST00000051672	NA	ENSMUSG00000046718	Bst2	NA	bone marrow stromal cell antigen 2 [Source:MGI Symbol;Acc:MGI:1916800]	protein_coding
Htt_PeakRegion_07920	chr15	63200031	63200424	+	0	NA	Intergenic	Intergenic	281049	ENSMUST00000158203	ENSMUSG00000095939	ENSMUST00000158203	NA	ENSMUSG00000095939	Gm25702	NA	predicted gene, 25702 [Source:MGI Symbol;Acc:MGI:5455479]	snRNA
Htt_PeakRegion_07014	chr12	106225737	106225956	+	0	NA	Intergenic	Intergenic	4771	ENSMUST00000104452	ENSMUSG00000077640	ENSMUST00000104452	NA	ENSMUSG00000077640	Gm24986	NA	predicted gene, 24986 [Source:MGI Symbol;Acc:MGI:5454763]	snoRNA
Htt_PeakRegion_04059	chr7	123175444	123175762	+	0	NA	intron (ENSMUST00000094053, intron 9 of 23)	-intron (ENSMUST00000094053, intron 9 of 23)	-39177	ENSMUST00000131933	ENSMUSG00000030769	ENSMUST00000127655	NA	ENSMUSG00000030769	Slc5a11	NA	solute carrier family 5 (sodium/glucose cotransporter), member 11 [Source:MGI Symbol;Acc:MGI:1919316]	protein_coding
Htt_PeakRegion_01091	chr2	128667552	128667712	+	0	NA	intron (ENSMUST00000110333, intron 14 of 27)	-intron (ENSMUST00000014499, intron 14 of 47)	-3612	ENSMUST00000143007	ENSMUSG00000014355	ENSMUST00000143007	NA	ENSMUSG00000014355	Anapc1	NA	anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097]	protein_coding
Htt_PeakRegion_07415	chr13	110392343	110406796	+	0	NA	intron (ENSMUST00000022212, intron 12 of 13)	-intron (ENSMUST00000022212, intron 12 of 13)	4525	ENSMUST00000022212	ENSMUSG00000021701	ENSMUST00000022212	NA	ENSMUSG00000021701	Plk2	NA	polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790]	protein_coding
Htt_PeakRegion_08450	chr16	60209768	60209928	+	0	NA	intron (ENSMUST00000068860, intron 4 of 17)	-intron (ENSMUST00000068860, intron 4 of 17)	159315	ENSMUST00000179691	ENSMUSG00000096535	ENSMUST00000179691	NA	ENSMUSG00000096535	Gm24755	NA	predicted gene, 24755 [Source:MGI Symbol;Acc:MGI:5454532]	miRNA
Htt_PeakRegion_06525	chr11	109046249	109047064	+	0	NA	Intergenic	Intergenic	20434	ENSMUST00000082757	ENSMUSG00000064691	ENSMUST00000082757	NA	ENSMUSG00000064691	Gm24149	NA	predicted gene, 24149 [Source:MGI Symbol;Acc:MGI:5453926]	snRNA
Htt_PeakRegion_04478	chr8	94501595	94501747	+	0	NA	intron (ENSMUST00000182409, intron 21 of 26)	-intron (ENSMUST00000053085, intron 24 of 48)	-3375	ENSMUST00000184542	ENSMUSG00000098511	ENSMUST00000184542	NA	ENSMUSG00000098511	Mir7072	NA	microRNA 7072 [Source:MGI Symbol;Acc:MGI:5531047]	miRNA
Htt_PeakRegion_06719	chr12	6616155	6616274	+	0	NA	Intergenic	Intergenic	764116	ENSMUST00000187396	ENSMUSG00000102096	ENSMUST00000187396	NA	ENSMUSG00000102096	1700101O22Rik	NA	RIKEN cDNA 1700101O22 gene [Source:MGI Symbol;Acc:MGI:1920825]	lincRNA
Htt_PeakRegion_04107	chr7	127509281	127512421	+	0	NA	exon (ENSMUST00000185351, exon 1 of 1)	-exon (ENSMUST00000185351, exon 1 of 1)	-1132	ENSMUST00000185401	ENSMUSG00000053877	ENSMUST00000187040	NA	ENSMUSG00000053877	Srcap	NA	Snf2-related CREBBP activator protein [Source:MGI Symbol;Acc:MGI:2444036]	protein_coding
Htt_PeakRegion_03169	chr6	47655021	47655199	+	0	NA	Intergenic	Intergenic	17967	ENSMUST00000157272	ENSMUSG00000087897	ENSMUST00000157272	NA	ENSMUSG00000087897	Gm25283	NA	predicted gene, 25283 [Source:MGI Symbol;Acc:MGI:5455060]	misc_RNA
Htt_PeakRegion_03649	chr7	28127308	28127381	+	0	NA	Intergenic	Intergenic	-2122	ENSMUST00000059886	ENSMUSG00000078776	ENSMUST00000150948	NA	ENSMUSG00000078776	9530053A07Rik	NA	RIKEN cDNA 9530053A07 gene [Source:MGI Symbol;Acc:MGI:2442118]	protein_coding
Htt_PeakRegion_04171	chr7	141072852	141074529	+	0	NA	Intergenic	Intergenic	-4528	ENSMUST00000106039	ENSMUSG00000054065	ENSMUST00000160356	NA	ENSMUSG00000054065	Pkp3	NA	plakophilin 3 [Source:MGI Symbol;Acc:MGI:1891830]	protein_coding
Htt_PeakRegion_02561	chr5	70968217	70968566	+	0	NA	intron (ENSMUST00000000572, intron 9 of 9)	-intron (ENSMUST00000000572, intron 9 of 9)	-125774	ENSMUST00000031119	ENSMUSG00000001260	ENSMUST00000031119	NA	ENSMUSG00000001260	Gabrg1	NA	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]	protein_coding
